houseValue,income,houseAge,rooms,bedrooms,population,households,latitude,longitude
209100,3.6321000,40,2866,617,1305,589,37.9100000,-122.3000000
217200,2.9219000,37,2125,489,912,462,37.9000000,-122.3000000
223000,3.4091000,41,2053,435,873,415,37.9000000,-122.3000000
141700,2.3946000,35,1102,308,688,303,37.9000000,-122.3000000
162500,2.2672000,30,1772,471,880,437,37.9000000,-122.3000000
311400,6.0000000,36,1450,235,568,234,37.9200000,-122.2900000
263200,5.1691000,38,2591,424,905,378,37.9100000,-122.2900000
262000,4.0536000,46,2085,346,748,354,37.9100000,-122.2900000
273700,5.5357000,40,2085,329,796,339,37.9100000,-122.2900000
234900,4.4286000,52,2657,500,1131,489,37.9000000,-122.2900000
358500,6.5576000,38,2501,348,805,329,37.9100000,-122.2800000
333700,6.3538000,49,3191,516,1148,507,37.9000000,-122.2800000
287500,4.1212000,52,1369,249,490,248,37.9000000,-122.2800000
324400,5.8280000,41,3009,482,1053,490,37.9100000,-122.2800000
315500,6.3669000,47,1930,315,692,296,37.9100000,-122.2700000
331200,7.3089000,48,2083,298,685,286,37.9100000,-122.2800000
109400,3.7557000,16,2739,480,1259,436,41.8000000,-124.1700000
85800,1.9797000,19,2672,552,1298,478,41.8000000,-124.3000000
73200,2.4805000,11,3159,616,1343,479,41.7500000,-124.2300000
68400,2.5795000,17,3461,722,1947,647,41.7700000,-124.2100000
74600,1.6654000,15,3140,714,1645,640,41.7800000,-124.1900000
78300,1.7038000,28,3003,699,1530,653,41.7300000,-124.2200000
66900,2.0074000,20,3810,787,1993,721,41.7500000,-124.2100000
105900,2.4605000,20,2673,538,1282,514,41.7600000,-124.1700000
69500,2.1829000,15,2715,569,1532,530,41.7400000,-124.1600000
122400,2.2750000,21,2696,578,1208,494,41.9500000,-124.1400000
75000,2.1336000,19,1668,324,841,283,41.9200000,-124.1600000
103600,3.0313000,17,2677,531,1244,456,41.8400000,-124.3000000
103100,2.2868000,17,3276,628,3546,585,41.8100000,-124.1500000
152700,2.9688000,22,1880,360,743,314,41.6800000,-123.9100000
116700,3.1300000,18,1504,357,660,258,41.8800000,-123.8300000
71100,2.0202000,22,2920,636,1382,499,41.5400000,-123.9200000
212500,1.5536000,20,1451,386,467,255,38.9600000,-119.9400000
187500,2.6250000,8,430,107,36,18,38.9500000,-119.9500000
87500,2.0200000,22,1058,352,851,269,38.9500000,-119.9500000
92200,1.7245000,21,2046,580,952,353,38.9500000,-119.9500000
91300,2.3200000,25,1789,536,1134,396,38.9500000,-119.9400000
173400,2.5875000,24,2180,517,755,223,38.9400000,-119.9500000
200000,2.4917000,27,1709,408,97,44,38.9400000,-119.9300000
84600,1.9667000,26,1485,334,406,180,38.9400000,-119.9700000
107200,3.1806000,24,856,185,388,108,38.9300000,-119.9700000
114800,3.5417000,25,2443,444,868,342,38.9600000,-119.9800000
131600,2.2589000,19,1429,292,585,188,38.9400000,-119.9600000
104200,1.8906000,27,1492,393,717,254,38.9400000,-119.9600000
110500,2.8300000,22,2731,632,1215,483,38.9300000,-119.9600000
136800,4.6000000,24,1258,216,235,96,38.9200000,-119.9400000
109700,1.9018000,25,1339,328,503,219,38.9400000,-119.9800000
99300,4.0417000,23,1564,298,339,147,38.9400000,-119.9800000
103600,3.1625000,24,1216,289,421,185,38.9400000,-119.9900000
118500,3.0806000,22,3119,640,786,351,38.9400000,-119.9900000
141900,2.9091000,23,1882,414,673,277,38.9300000,-119.9900000
85800,2.3281000,28,1194,272,494,203,38.9300000,-119.9800000
90400,2.6607000,25,1262,293,534,226,38.9300000,-119.9800000
86900,3.1500000,27,2682,606,1010,399,38.9200000,-119.9800000
89600,2.0708000,28,1408,312,522,221,38.9200000,-119.9800000
313400,3.9722000,17,8005,1382,999,383,38.9300000,-120.0000000
126100,2.9960000,22,3080,610,1045,425,38.9300000,-120.0100000
126600,3.3295000,17,1106,207,466,180,38.9200000,-120.0000000
103600,3.5000000,26,529,116,191,83,38.9200000,-120.0000000
96100,1.7188000,23,964,246,485,198,38.9200000,-120.0100000
104200,2.6750000,25,1758,357,689,278,38.9200000,-120.0100000
107200,2.2056000,22,2138,493,829,330,38.9100000,-120.0200000
101900,3.2396000,24,1194,246,414,151,38.9200000,-120.0200000
94400,2.0938000,27,968,191,283,143,38.9100000,-120.0100000
86700,1.9851000,17,2732,609,1005,499,38.9100000,-120.0100000
100800,3.0089000,24,1669,422,589,281,38.8900000,-120.0100000
114100,1.9727000,21,1653,419,737,308,38.9000000,-120.0000000
107800,2.7457000,17,2807,529,675,251,38.8800000,-119.9900000
134700,3.5000000,16,3109,572,885,334,38.9000000,-119.9800000
162500,5.0718000,15,3831,625,984,328,38.9100000,-119.9200000
127600,4.2250000,12,1437,268,395,144,38.8700000,-120.0000000
109700,3.5714000,17,2722,512,828,289,38.8400000,-119.9600000
121400,4.3333000,15,3142,618,725,285,38.7600000,-120.0200000
117700,3.7891000,16,2708,481,712,261,38.8600000,-120.0400000
118800,3.8333000,15,3042,588,918,336,38.8900000,-120.0300000
97600,3.0170000,19,2429,459,883,300,38.8600000,-120.0200000
87500,2.8750000,22,2465,539,381,146,39.0600000,-120.1300000
126000,4.0313000,18,2040,402,350,129,39.0400000,-120.1600000
206300,4.9750000,16,1463,264,54,26,39.0100000,-120.1600000
437500,4.0714000,19,2967,528,112,48,39.0100000,-120.0600000
500001,1.8750000,33,1561,282,30,11,38.9100000,-120.1000000
172200,4.8311000,7,4341,716,1978,682,38.9100000,-120.9700000
163400,3.9300000,11,3522,623,1456,544,38.8100000,-121.0400000
113200,3.7625000,10,1604,352,540,190,38.9400000,-120.7200000
127300,2.9020000,15,3876,778,1960,691,38.9100000,-120.8800000
128600,3.2027000,11,1720,345,850,326,38.8600000,-120.9200000
128200,2.8562000,12,2180,423,1070,377,38.8300000,-120.8700000
132600,3.1635000,11,1280,286,609,248,38.8100000,-120.8400000
119300,2.9444000,17,1438,324,675,268,38.8900000,-120.8100000
118500,1.7222000,15,1374,291,709,239,38.8300000,-120.7900000
120100,3.4688000,8,1877,479,884,323,38.8500000,-120.7100000
87500,4.9583000,10,81,41,55,16,38.8700000,-120.5000000
95500,0.9227000,11,1961,435,113,53,38.9000000,-120.3000000
213300,4.7083000,15,5218,711,1949,659,38.6800000,-121.0900000
239600,6.8440000,10,2499,331,1040,333,38.6700000,-121.0800000
173400,4.6394000,22,1831,274,813,269,38.6600000,-121.0700000
228900,6.3140000,9,13255,1739,5001,1627,38.7000000,-121.0600000
217500,5.3344000,12,3425,549,1357,451,38.5800000,-121.0000000
197500,4.7276000,7,6322,1046,2957,1024,38.7300000,-121.0100000
172500,4.1163000,5,5743,1074,2651,962,38.6900000,-120.9900000
198900,4.5246000,4,7392,1155,3096,1065,38.6600000,-121.0200000
187900,5.4413000,8,4913,744,2005,723,38.6700000,-120.9900000
186600,5.5840000,13,3432,516,1286,470,38.6700000,-120.9800000
163300,3.2250000,9,2073,404,916,373,38.6600000,-120.9800000
176900,3.2964000,5,4810,909,2242,900,38.6800000,-120.9800000
217100,5.2032000,10,3421,563,1689,545,38.6900000,-120.9500000
180800,3.9036000,11,2339,436,1062,380,38.6600000,-120.9600000
300600,4.0714000,9,3707,602,1601,555,38.6500000,-120.9700000
170100,4.5568000,12,2213,384,1097,351,38.6500000,-120.9300000
207600,4.1843000,12,4545,748,2033,718,38.6200000,-120.9100000
202800,4.3981000,12,3247,579,1459,517,38.7900000,-120.9500000
196300,5.5111000,9,2229,355,788,341,38.7700000,-120.9300000
230600,4.8350000,11,5460,859,2645,838,38.7300000,-120.9100000
167400,4.0000000,13,2692,470,1302,420,38.7100000,-120.8700000
184600,4.8250000,11,1013,188,410,158,38.7700000,-120.8400000
146100,2.5625000,15,1533,300,674,287,38.7500000,-120.8600000
128300,2.2269000,17,3685,775,1714,734,38.7400000,-120.8300000
142600,2.8807000,17,2616,492,1158,457,38.7300000,-120.8400000
120500,2.5104000,38,2005,385,882,353,38.7300000,-120.8100000
111300,2.1603000,28,4236,877,2008,881,38.7400000,-120.7800000
121600,2.3314000,29,2259,482,1099,463,38.7400000,-120.8100000
148500,2.6392000,21,3509,606,1576,564,38.7600000,-120.7600000
108300,1.5625000,17,512,129,314,140,38.7300000,-120.7600000
127900,2.9844000,31,3117,616,1606,588,38.7300000,-120.7800000
128600,2.7273000,42,1276,260,799,259,38.7300000,-120.8100000
150900,3.6406000,19,4414,767,1865,699,38.7200000,-120.7800000
138100,2.1682000,35,2104,403,1060,400,38.7600000,-120.6700000
158700,2.9000000,19,2325,430,967,376,38.7500000,-120.7000000
141300,2.9219000,17,2146,396,862,351,38.7300000,-120.7100000
141200,4.0300000,15,2155,394,857,356,38.7700000,-120.5800000
108700,2.3583000,21,1661,406,789,319,38.7700000,-120.5800000
106900,3.0217000,22,1236,273,615,248,38.7600000,-120.6000000
94700,1.7266000,21,1728,417,731,334,38.7600000,-120.5900000
117500,2.7201000,17,3145,621,1432,559,38.7500000,-120.6300000
151700,4.0709000,13,4492,821,2093,734,38.6900000,-120.7000000
140200,4.0675000,11,4577,836,1944,700,38.7300000,-120.6300000
132200,4.0197000,10,6305,1150,2597,921,38.7100000,-120.6200000
131700,3.0789000,14,1821,316,769,266,38.6800000,-120.6300000
136600,3.9812000,9,3006,540,1102,418,38.7500000,-120.5400000
133800,2.5865000,14,2925,625,1226,437,38.6000000,-120.7600000
126400,2.5042000,19,2715,596,1301,473,38.6100000,-120.6600000
118800,2.6833000,8,892,185,427,164,38.5700000,-120.7200000
100000,3.6125000,15,432,87,208,73,38.5300000,-120.5900000
98000,3.5192000,9,2598,548,796,297,38.6100000,-120.4400000
115600,3.5667000,13,1115,255,86,32,38.7100000,-120.3200000
162500,4.6250000,34,1988,511,36,15,38.8000000,-120.0800000
170700,4.0827000,8,3417,604,1703,623,38.5800000,-120.8800000
208300,5.7373000,12,1313,231,731,232,38.6300000,-120.8400000
118800,3.0565000,14,8396,1578,3952,1474,38.6700000,-120.8100000
155900,3.5511000,17,2319,430,1126,372,38.6500000,-120.7600000
141400,3.4872000,18,5928,1097,2697,1096,38.6900000,-120.8500000
138500,2.3319000,13,5036,1034,2243,923,38.7000000,-120.7900000
56700,2.1010000,51,956,196,662,180,36.7300000,-119.8100000
49600,1.3720000,47,1314,416,1155,326,36.7300000,-119.8100000
47500,1.5625000,36,607,155,483,146,36.7400000,-119.8100000
47500,1.9750000,52,112,28,193,40,36.7300000,-119.7900000
44800,1.7011000,45,925,231,797,228,36.7300000,-119.8000000
50400,0.9513000,43,1286,360,972,345,36.7200000,-119.8000000
56700,1.5833000,46,1414,268,902,243,36.7200000,-119.8100000
59200,2.2206000,50,772,194,606,167,36.7300000,-119.8100000
53000,2.1518000,44,1960,393,1286,381,36.7300000,-119.7700000
47700,1.4427000,43,1763,389,1623,390,36.7200000,-119.7700000
43300,1.2344000,52,1377,319,1280,259,36.7300000,-119.7800000
52600,1.7829000,45,1081,241,821,230,36.7300000,-119.7700000
46900,1.5227000,39,1287,332,1386,306,36.7500000,-119.7700000
93900,1.5547000,20,1855,519,1091,443,36.7400000,-119.7700000
90300,2.5045000,15,1461,415,924,356,36.7400000,-119.7800000
50000,1.2375000,35,2114,506,2050,474,36.7500000,-119.7800000
56400,1.2813000,31,1404,379,1515,387,36.7500000,-119.7800000
39600,1.0513000,35,853,296,1228,289,36.7400000,-119.7900000
75000,2.1094000,52,173,87,401,84,36.7400000,-119.7900000
51800,0.7990000,25,1717,542,1343,471,36.7400000,-119.8000000
61200,1.3527000,41,1659,466,1391,447,36.7500000,-119.8000000
46700,1.1230000,33,3161,934,3530,846,36.7500000,-119.7900000
43800,1.8967000,52,610,128,406,122,36.7400000,-119.8200000
52600,1.6435000,25,2581,528,1642,509,36.7200000,-119.8200000
54100,2.6176000,17,1276,242,927,238,36.7200000,-119.8200000
62100,2.4137000,21,1702,358,1347,316,36.7300000,-119.8300000
67500,4.3500000,28,60,10,46,13,36.7200000,-119.8300000
73900,2.4167000,43,355,81,233,75,36.7100000,-119.8300000
53000,1.2500000,19,1719,391,1369,368,36.7200000,-119.7900000
53500,2.0043000,29,1541,291,1007,313,36.7100000,-119.8000000
52800,1.5625000,25,1026,221,789,183,36.7100000,-119.8100000
48500,1.0481000,19,1334,336,1171,319,36.7200000,-119.8000000
57800,1.0472000,15,1908,417,1383,375,36.7200000,-119.8000000
49500,1.3922000,23,1731,363,1210,341,36.7000000,-119.7900000
51300,1.3304000,28,1592,304,962,282,36.7000000,-119.8000000
52500,1.2404000,52,314,57,178,66,36.7000000,-119.8100000
34400,2.1458000,22,354,121,530,115,36.7200000,-119.7800000
44100,1.3047000,41,1562,322,927,277,36.7200000,-119.7900000
45300,1.3587000,35,1987,394,1233,383,36.7100000,-119.7800000
61800,2.1905000,17,5872,1250,5034,1224,36.7100000,-119.7400000
44400,1.5611000,29,1745,441,1530,391,36.7100000,-119.7600000
60600,2.8750000,24,1240,265,1035,232,36.7200000,-119.7600000
49800,1.4577000,38,1481,353,1543,372,36.7100000,-119.7500000
50800,2.3269000,34,1254,272,1056,279,36.7300000,-119.7400000
58500,2.1304000,25,3972,842,2863,729,36.7200000,-119.7400000
60800,1.3343000,22,3247,859,4179,881,36.7200000,-119.7500000
52600,1.8723000,46,1347,282,854,267,36.7300000,-119.7600000
45500,1.4419000,39,1553,363,1449,341,36.7300000,-119.7600000
52100,1.6325000,39,2290,539,1685,536,36.7300000,-119.7500000
50000,2.0536000,42,1236,272,946,261,36.7300000,-119.7400000
93100,4.7463000,6,1926,303,965,316,36.7500000,-119.6900000
120300,2.7813000,19,2788,614,1365,525,36.7400000,-119.6700000
62500,1.5449000,17,2438,598,1563,538,36.7400000,-119.6900000
93100,4.0027000,13,2343,409,1347,405,36.7500000,-119.6900000
117900,4.9196000,27,2845,417,1219,460,36.7300000,-119.6700000
171700,7.2211000,30,2437,349,1005,380,36.7300000,-119.6900000
121600,3.5128000,23,2097,385,911,405,36.7400000,-119.6900000
108300,4.4583000,25,556,79,249,71,36.7100000,-119.6900000
153800,2.6875000,31,843,140,453,149,36.7200000,-119.6700000
225000,1.4007000,7,2461,647,1587,551,36.7300000,-119.7300000
65900,1.4646000,9,1914,491,1116,424,36.7300000,-119.7200000
127200,6.8162000,15,1713,246,766,232,36.7200000,-119.7200000
89500,0.6991000,26,2645,1005,1660,991,36.7200000,-119.7300000
54200,2.2437000,9,1621,428,678,394,36.7300000,-119.7300000
151400,5.2608000,19,3972,585,1586,560,36.7300000,-119.7100000
91600,3.0179000,7,2456,463,1350,424,36.7100000,-119.7200000
70400,2.0294000,15,2246,456,1190,403,36.7200000,-119.7300000
49300,1.7986000,32,755,205,681,207,36.6800000,-119.7300000
88300,2.1563000,36,1432,269,836,237,36.6900000,-119.6900000
74200,1.8355000,29,1243,312,836,277,36.6800000,-119.7600000
92300,3.9211000,20,2512,449,1464,450,36.6500000,-119.6700000
110400,3.4107000,33,1036,181,620,174,36.6400000,-119.6300000
58000,1.6607000,6,1931,422,1344,414,36.6200000,-119.6500000
65300,3.0139000,39,1237,256,638,239,36.6300000,-119.6800000
89500,2.9013000,19,2546,463,1257,418,36.6500000,-119.7400000
61200,1.6602000,31,834,229,616,211,36.6200000,-119.6800000
92800,3.5781000,35,2080,365,1026,333,36.6200000,-119.7300000
92600,3.3438000,31,1551,296,1058,287,36.5900000,-119.7300000
66700,2.1691000,31,2214,432,1326,416,36.6800000,-119.8000000
68400,2.7700000,27,1226,240,706,211,36.6500000,-119.7800000
96000,2.2466000,30,1694,312,1008,321,36.6400000,-119.8200000
74200,1.7692000,34,2263,423,1184,407,36.6500000,-119.8000000
81300,2.6146000,43,524,93,302,93,36.7300000,-119.8900000
67900,2.0658000,30,1584,316,984,300,36.7200000,-119.8700000
78300,2.5809000,32,1485,269,867,271,36.7000000,-119.8900000
96700,3.5375000,35,1191,190,537,182,36.7400000,-119.8500000
72000,1.4817000,6,1853,473,1397,417,36.7700000,-119.8400000
67300,1.9760000,15,3291,772,1738,634,36.7600000,-119.8300000
48800,2.0781000,41,1022,209,741,213,36.7500000,-119.8200000
57100,1.5750000,34,1186,300,774,271,36.7500000,-119.8400000
55600,1.3929000,33,662,183,607,181,36.7500000,-119.8300000
67900,2.9306000,48,2059,388,834,405,36.7600000,-119.8100000
54200,2.2029000,51,2419,486,1284,426,36.7600000,-119.8100000
55100,1.7636000,52,1827,356,855,353,36.7500000,-119.8100000
66900,1.8971000,41,1973,399,1107,375,36.7600000,-119.8200000
68500,1.4028000,46,2194,563,924,542,36.7600000,-119.8200000
69200,1.6429000,52,1853,437,764,390,36.7600000,-119.8000000
58400,1.7298000,52,1788,449,1156,418,36.7500000,-119.8000000
57100,2.4375000,52,1792,352,1049,357,36.7600000,-119.8100000
78400,2.3952000,52,2224,418,832,406,36.7600000,-119.8000000
56100,1.1750000,52,1185,260,635,239,36.7600000,-119.7900000
45000,1.0000000,52,377,97,530,96,36.7500000,-119.7900000
59000,1.5273000,46,2625,593,1368,551,36.7500000,-119.8000000
61300,2.1055000,52,2408,498,1361,465,36.7600000,-119.7900000
51300,1.7344000,47,1425,323,949,325,36.7600000,-119.7800000
52000,1.2937000,49,1175,307,982,278,36.7500000,-119.7800000
46600,1.4635000,43,2070,512,1925,444,36.7500000,-119.7800000
49800,1.7500000,50,1343,322,1063,342,36.7600000,-119.7800000
50600,1.4766000,23,3800,1003,3786,917,36.7600000,-119.7600000
53400,2.1900000,35,1607,383,1407,382,36.7500000,-119.7600000
45500,1.2545000,41,1576,417,1567,366,36.7500000,-119.7600000
49100,1.2101000,40,2009,519,2219,505,36.7600000,-119.7700000
56000,1.8690000,43,1623,294,781,272,36.7600000,-119.7700000
54600,1.5174000,43,1945,413,1492,422,36.7600000,-119.7700000
49400,1.6548000,35,2347,526,1676,481,36.7500000,-119.7600000
69100,1.3029000,52,2137,448,1194,444,36.7400000,-119.7600000
62800,1.8667000,50,1325,280,811,281,36.7400000,-119.7700000
70100,3.3125000,51,1454,235,729,252,36.7400000,-119.7700000
48300,1.7083000,44,1818,412,1680,418,36.7500000,-119.7700000
50800,1.8641000,39,2233,563,2031,491,36.7500000,-119.7600000
59600,2.9545000,47,2236,418,1042,397,36.7500000,-119.7400000
55600,1.2065000,39,4893,1210,4749,1067,36.7400000,-119.7400000
51300,1.8958000,39,1740,351,1098,347,36.7400000,-119.7500000
54200,1.9955000,50,1515,294,852,297,36.7500000,-119.7500000
55400,2.5111000,49,2331,460,1290,477,36.7500000,-119.7500000
58700,1.7994000,42,2093,470,1621,438,36.7600000,-119.7400000
52800,1.4766000,36,912,216,842,219,36.7600000,-119.7400000
59800,1.4107000,29,2077,524,1887,489,36.7600000,-119.7500000
44500,1.3278000,32,2072,497,2002,470,36.7600000,-119.7500000
69000,2.3006000,23,6403,1370,3573,1260,36.7600000,-119.7200000
74700,2.6611000,11,4832,993,2190,888,36.7500000,-119.7200000
71300,3.1000000,30,1548,282,886,311,36.7600000,-119.7300000
86900,3.9514000,27,1691,282,869,337,36.7500000,-119.7200000
64700,1.6073000,14,6202,1551,5561,1435,36.7400000,-119.7300000
67900,3.1719000,39,1745,321,901,303,36.7500000,-119.7300000
87500,2.4956000,11,3626,779,1819,731,36.7500000,-119.7000000
88300,2.4728000,18,8099,1670,4476,1514,36.7400000,-119.7100000
72000,2.3108000,28,2675,527,1392,521,36.7600000,-119.7100000
87700,3.8088000,34,1768,303,888,314,36.8000000,-119.7000000
82000,3.6681000,34,1891,323,966,355,36.7900000,-119.7100000
75900,2.1461000,11,5112,1384,2487,1243,36.7700000,-119.7100000
74600,3.1417000,15,2376,538,1197,510,36.8000000,-119.7300000
78800,2.1653000,16,2396,526,1338,518,36.8000000,-119.7200000
85700,3.1953000,15,3045,689,1340,588,36.8000000,-119.7200000
84700,3.9338000,17,2056,366,1259,367,36.8000000,-119.7100000
81400,3.2500000,17,1415,267,861,293,36.8000000,-119.7100000
55000,2.0536000,9,1122,290,662,284,36.8100000,-119.7100000
66400,2.6932000,31,1746,321,1186,360,36.8000000,-119.7000000
72800,3.0000000,25,875,156,646,166,36.8000000,-119.7100000
71500,2.6250000,23,2128,442,1047,450,36.8000000,-119.7200000
69200,3.7578000,24,1316,249,781,260,36.8000000,-119.7300000
87500,2.6767000,15,2175,564,1194,482,36.8100000,-119.7200000
73000,2.9406000,24,4410,939,2362,862,36.7700000,-119.7300000
76900,2.5737000,30,2427,482,1375,518,36.7700000,-119.7400000
70400,2.6726000,32,1962,399,1005,392,36.7700000,-119.7500000
74300,2.4405000,35,1129,220,474,242,36.7800000,-119.7500000
81300,2.3333000,33,1145,197,508,198,36.7800000,-119.7500000
70700,2.2467000,27,4049,947,2254,882,36.7800000,-119.7400000
72300,2.7850000,36,2507,466,1227,474,36.7700000,-119.7600000
60200,2.1439000,38,3804,814,2142,816,36.7700000,-119.7600000
64700,2.0564000,38,3065,658,1441,625,36.7700000,-119.7700000
67300,2.5434000,36,3616,779,1994,786,36.7800000,-119.7700000
67700,1.9375000,40,1411,284,609,296,36.7800000,-119.7700000
61900,1.2176000,29,2554,705,2669,655,36.7700000,-119.7700000
58100,2.3562000,45,1315,256,666,240,36.7700000,-119.7800000
70700,1.9784000,37,2185,455,1143,438,36.7800000,-119.7800000
60200,2.0357000,30,1610,410,1000,397,36.7700000,-119.7900000
87600,3.8105000,52,2964,512,1114,486,36.7700000,-119.8000000
73000,2.2614000,50,1818,374,737,338,36.7800000,-119.8000000
59100,2.3190000,41,2227,462,1129,415,36.7800000,-119.7900000
58700,2.3967000,43,2323,502,1144,471,36.7700000,-119.7900000
